# SGY_fanqie: Database of Guangyun (廣韻) 3,874 Xiaoyun Representative Characters
#
# Version: 1.1.0
# Date: 6 June 2026
# Last modified: 16 July 2026
#
# Copyright (c) 2026 IKEDA Shoju (Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# CSV Format information:
#
# hanzi                  Chinese character headword in Guangyun (廣韻の見出し字)
# hanzi_alt              Chinese character headword in Qieyun (切韻の見出し字)
# fanqie                 Fanqie in Guangyun (廣韻反切)
# fanqie_alt             Fanqie in Qieyun (切韻反切)
# entry_no               Serial entry number
# fanqie_note            Textual notes on differences among Qieyun系 documents (Qieyun, Wang I/II/III, Tangyun, Guangyun, etc.)
# volume_rhyme_yunmu_raw Volume, sequence number, and rhyme in Guangyun (廣韻の巻・序数・韻)
# volume_rhyme_yunmu     Volume, sequence number, and rhyme in Qieyun (切韻の巻・序数・韻)
# word_id                Location of the character in Guangyun (廣韻所在); corresponding ID in sbgy.xml (8-digit number excluding 'w' prefix)
# wuyun                  Traditional Five Tones classification (五音: 舌音, 唇音, etc.)
# qingzhuo               Fourfold classification of voicing (清濁: 全清, 次清, 全濁, 次濁)
# shengmu                Initial consonant (声母) based on the Thirty-Six Initials (三十六字母) system (Song Dynasty style)
# shengmu_deng           Initial consonant with division (等) number
#
# Features:
# This dataset features an independent initial consonant (声母) classification system
# separate from sbgy.xml and Guangyun.csv (see wuyun / qingzhuo / shengmu / shengmu_deng above).
# The 'fanqie_note' column enables comparative analysis with various Qieyun-lineage primary sources.
#
# Data Quality Notes:
# - The following columns present in earlier working versions of this file were derived
#   from non-original (third-party) data and have been removed as of this revision:
#   rhyme_num, tone_volume_code, rhyme_id, entry_index, entry_subindex,
#   she_kaihe_deng, fanqie_marked.
# - This dataset was compiled and revised intermittently over more than a decade.
#   During that process, a linking error caused misalignment in the 'fanqie_note'
#   column. The affected entries have been corrected to the extent currently possible,
#   but a full, systematic verification of 'fanqie_note' across the entire dataset
#   has not yet been completed. Users should treat 'fanqie_note' with corresponding
#   caution until this review is finished.
hanzi,hanzi_alt,fanqie,fanqie_alt,entry_no,fanqie_note,volume_rhyme_yunmu_raw,volume_rhyme_yunmu,word_id,wuyun,qingzhuo,shengmu,shengmu_deng
的,的,都歴,都歴,3616,切3 王2 王3 唐 広,5:23:錫,5:16:錫,538a0504,舌音,全清,端,端開4
檄,檄,胡狄,胡狄,3617,王1 王2 王3 唐 広,5:23:錫,5:16:錫,538a0904,喉音,全濁,匣,匣開4
鷁,鷁,五歴,五歴,3618,王1 王2 王3 唐 P5531-3 広,5:23:錫,5:16:錫,538a1005,牙音,清濁,疑,疑開4
荻,荻,徒歴,徒歴,3619,切3 王1 王2 王3 唐 広,5:23:錫,5:16:錫,538b0105,舌音,全濁,定,定開4
逖,逖,他歴,他歴,3620,切3 王1 王2 王3 唐 P5531-3 広,5:23:錫,5:16:錫,538b0607,舌音,次清,透,透開4
績,績,則歴,則歴,3621,切3 王1 王2 王3 唐 広,5:23:錫,5:16:錫,538b0908,齒音,全清,精,精開4
燩,燩,苦撃,去撃,3622,切3 王1 王2 王3 P5531-3 苦撃 唐 広,5:23:錫,5:16:錫,538b1004,牙音,次清,溪,溪開4
惄,惄,奴歴,奴歴,3623,切3 王1 王2 王3 唐 広,5:23:錫,5:16:錫,539a0107,舌音,清濁,泥,泥開4
寂,寂,前歴,昨歴,3624,切3 王1 王2 王3 前歴 唐 広,5:23:錫,5:16:錫,539a0203,齒音,全濁,從,從開4
覓,覓,莫狄,莫歴,3625,切3 王1 王2 王3 唐 P5531-3 莫狄 広,5:23:錫,5:16:錫,539a0208,唇音,清濁,明,明4
甓,甓,扶歴,扶歴,3626,切3 王1 王3 唐 P5531-3 広 蒱歴 王2,5:23:錫,5:16:錫,539a0602,唇音,全濁,並,並4
壁,壁,北激,北激,3627,切3 王1 王2 王3 唐 P5531-3 広,5:23:錫,5:16:錫,539a0606,,,幫,幫4
闃,闃,苦鶪,苦鶪,3628,切3 王1 王2 王3 唐 広,5:23:錫,5:16:錫,539a0901,牙音,次清,溪,溪合4
郹,郹,古闃,古闃,3629,切3 王1 王2 王3 唐 広 古[ ] P5531-3,5:23:錫,5:16:錫,539a0903,牙音,全清,見,見合4
戚,戚,倉歴,倉歴,3630,切3 王1 王2 王3 唐 広,5:23:錫,5:16:錫,539a1004,齒音,次清,清,清開4
赥,赥,許激,許狄,3631,切3 王1 王2 王3 許激 唐 広,5:23:錫,5:16:錫,539b0205,喉音,全清,曉,曉開4
𥍟,殈,呼狊,血歴,3632,#N/A,5:23:錫,5:16:錫,539b0308,喉音,全清,曉,曉合4
昔,昔,思積,私積,3633,切3 王1 王2 王3 唐 思積 広／切3 王2 王3 唐 P2017 P3694表 広　私[] 王1,5:22:昔,5:17:昔,535b0401,齒音,全清,心,心開4
積,積,資昔,資昔,3634,切3 王1  唐 広 資亦 王3 咨昔 王2,5:22:昔,5:17:昔,535b0606,齒音,全清,精,精開4
益,益,伊昔,伊昔,3635,切3 王1 王2 王3 唐 広,5:22:昔,5:17:昔,535b0908,喉音,全清,影,影開A
繹,繹,羊益,羊益,3636,切3 王1 王2 王3 唐 広,5:22:昔,5:17:昔,536a0103,喉音,清濁,喩,羊開4
釋,釋,施隻,施隻,3637,王1 王2 王3 唐 広釋 施[] 切3 ,5:22:昔,5:17:昔,536a0804,齒音,全清,審三,書開3
尺,尺,昌石,昌石,3638,切3 王1 王2 王3 唐 P5531-4 広,5:22:昔,5:17:昔,536b0102,齒音,次清,穿三,昌開3
石,石,常隻,常尺,3639,切3 王1 王2 王3 常隻 唐 広,5:22:昔,5:17:昔,536b0402,齒音,全濁,禪,常開3
隻,隻,之石,之石,3640,切3 王1 王2 王3 P5531-4 広,5:22:昔,5:17:昔,536b0602,齒音,全清,照三,章開3
擲,擲,直炙,直炙,3641,切3 王1 王2 王3 P5531-4 広 直隻 唐,5:22:昔,5:17:昔,536b0804,舌音,全濁,澄,定開3
皵,皵,七迹,七迹,3642,王1 王2 王3 広 七跡 切3 七亦  唐,5:22:昔,5:17:昔,536b0902,齒音,次清,清,清開4
席,席,祥易,祥亦,3643,切3 王2 祥石 王1 詳昔 王3 祥亦 唐 祥易 広,5:22:昔,5:17:昔,536b1002,齒音,全濁,邪,邪開4
籍,籍,秦昔,秦昔,3644,切3 王1 王2 王3 唐 広,5:22:昔,5:17:昔,537a0203,齒音,全濁,從,從開4
擗,擗,房益,房益,3645,切3 王1 王2 王3  広 旁益 唐,5:22:昔,5:17:昔,537a0406,唇音,全濁,並,並A
役,役,營隻,營隻,3646,切3 王1 王2 王3 唐 P5531-4 広,5:22:昔,5:17:昔,537a0601,喉音,清濁,喩,羊合4
辟,辟,必益,必益,3647,切3 王1 王2 王3 唐 P5531-4 広,5:22:昔,5:17:昔,537a0803,,,幫,幫A
僻,僻,芳辟,芳辟,3648,切3 王2 王3 広 []辟 王1 []亦 P5531-4 芳昔  唐,5:22:昔,5:17:昔,537a1002,唇音,次清,滂,滂A
瞁,瞁,許役,許役,3649,切3 王1 王2 王3 P5531-4 広,5:22:昔,5:17:昔,537a0801,喉音,全清,曉,曉合A
麝,麝,食亦,食亦,3650,切3 王1 王2 唐 P5531-4 広,5:22:昔,5:17:昔,537a1006,齒音,全濁,牀三,船開3
彳,彳,丑亦,丑亦,3651,切3 王1 王3 唐 P5531-4 広 丑尺 王2,5:22:昔,5:17:昔,537b0202,舌音,次清,徹,透開3
碧,碧,彼役,彼彳,3652,切3 唐 彼役 P5531-4 広 ,5:22:昔,5:17:昔,537b0101,,,幫,幫B
𪐏,𪐏,竹益,竹益,3653,王1 王3 広　ナシ 　切3 王2 唐,5:22:昔,5:17:昔,537b0201,舌音,全清,知,端開3
𦳮,𦳮,之役,志役,3654,P5531-4 之役  広 ナシ 切3 王1 王2 王3 ,5:22:昔,5:17:昔,537b0204,齒音,全清,照三,章合4
𥄎,𥄎,七役,七役,3655,P5531-4  広 ナシ 切3 王1 王2 王3 唐,5:22:昔,5:17:昔,537b0205,齒音,次清,清,清合4
麥,麥,莫獲,莫獲,3656,切3 王1 王2 王3 唐 広 莫[]  P5531-4/切3 王1 王3 P2017 広 []獲 唐,5:21:麥,5:18:麥,534a0401,唇音,清濁,明,明2
獲,獲,胡麥,胡麥,3657,切3 王1 王2 王3 唐 P5531-4 広,5:21:麥,5:18:麥,534a0603,喉音,全濁,匣,匣合2
蟈,蟈,古獲,古獲,3658,切3 王1 王2 王3 唐 P5531-4 広,5:21:麥,5:18:麥,534a0801,牙音,全清,見,見合2
檗,蘗,博厄,博厄,3659,#N/A,5:21:麥,5:18:麥,534a1001,,,幫,幫2
䌟,䌟,蒲革,蒲革,3660,切3 王1 P5531-4  広 蒱革 王2 唐 ,5:21:麥,5:18:麥,534b0101,唇音,全濁,並,並2
賾,賾,士革,士革,3661,切3 王1 王2 王3  広 士[] 唐 仕革 P5531-4,5:21:麥,5:18:麥,534b0105,齒音,全濁,牀二,崇開2
責,責,側革,側革,3662,切3 王1 王2 王3 唐 P5531-4 広,5:21:麥,5:18:麥,534b0301,齒音,全清,照二,莊開2
策,策,楚革,惻革,3663,切3 王1 王2 側革 王3 測革 P5531-4 楚責 唐 楚革 広,5:21:麥,5:18:麥,534b0502,齒音,次清,穿二,初開2
剨,騞,呼麥,呼麥,3664,#N/A,5:21:麥,5:18:麥,534b0806,喉音,全清,曉,曉合2
礊,礊,楷革,口革,3665,切3 王2 王3 唐 心革  王1 楷革 広,5:21:麥,5:18:麥,534b0708,牙音,次清,溪,溪開2
覈,覈,下革,下革,3666,切3 王1 王2 王3 唐 P5531-4 広,5:21:麥,5:18:麥,535a0104,喉音,全濁,匣,匣開2
隔,隔,古核,古核,3667,切3 王1 王2 王3 唐 広,5:21:麥,5:18:麥,535a0302,牙音,全清,見,見開2
摘,摘,陟革,陟革,3668,切3 王1 王2 王3 唐 P5531-4 広,5:21:麥,5:18:麥,535a0510,舌音,全清,知,端開2
戹,厄,於革,烏革,3669,#N/A,5:21:麥,5:18:麥,535a0609,喉音,全清,影,影開2
栜,栜,山責,所責,3670,切3 王2 王3 唐 P5531-4 山責 広,5:21:麥,5:18:麥,535a0808,齒音,全清,審二,生開2
𢶉,𢶉,普麥,普麥,3671,切3 王1 王2 王3 唐 P5531-4 広,5:21:麥,5:18:麥,535a1007,唇音,次清,滂,滂2
虉,䩹,五革,五革,3672,切3王2王3唐広,5:21:麥,5:18:麥,535b0102,牙音,清濁,疑,疑開2
,䯜,,徒革,3673,#N/A,,5:18:麥,,,,,定開2
疒,疒,尼戹,女厄,3674,P5531-4 尼戹 広　ナシ 切3 王2 王3 唐,5:21:麥,5:18:麥,535b0302,舌音,清濁,孃,泥開2
,欂,,皮碧,3675,#N/A,,5:18:麥,,,,,並B
,汛,,[ ]獲,3676,#N/A,,5:18:麥,,,,,
,𥕏,,口獲,3677,#N/A,,5:18:麥,,,,,溪合2
,礰,,力獲,3678,#N/A,,5:18:麥,,,,,來合2
,嘀,,竹獲,3679,#N/A,,5:18:麥,,,,,端合2
,碧,,陂隔,3680,#N/A,,5:18:麥,,,,,幫B
䞰,䞰,査獲,査獲,3681,広　ナシ 切3 王2 王3 唐 P5531-4,5:21:麥,5:18:麥,534b0408,齒音,全濁,牀二,崇合2
礐,礐,力摘,力摘,3682,広　ナシ 切3 王2 王3 唐 P5531-4,5:21:麥,5:18:麥,535b0201,半舌音,清濁,來,來開2
㩇,㩇,簪摑,簪摑,3683,広　ナシ 切3 王2 王3 唐 P5531-4,5:21:麥,5:18:麥,535b0203,齒音,全清,照二,莊合2
𢷾,𢷾,砂獲,砂獲,3684,広　ナシ 切3 王2 王3 唐 P5531-4,5:21:麥,5:18:麥,535b0204,齒音,全清,審二,生合2
𧾛,𧾛,求獲,求獲,3685,広　ナシ 切3 王2 王3 唐 P5531-4,5:21:麥,5:18:麥,535b0301,牙音,全濁,羣,羣合2
陌,陌,莫白,莫白,3686,切3 王3 唐 P5531-4 広 莫百 王2/切3 王1 唐　広 莫[] P2017 莫百 王3,5:20:陌,5:19:陌,532a1001,唇音,清濁,明,明2
磔,磔,陟格,陟格,3687,王2王3唐広[]格 切3 防格 王3 []柏 P5531-4,5:20:陌,5:19:陌,532b0206,舌音,全清,知,端開2
伯,伯,博陌,博白,3688,切3 王1 王2 唐 P5531-4 広,5:20:陌,5:19:陌,532b0502,,,幫,幫2
白,白,傍陌,傍陌,3689,切3 王2   唐広 傍百王3,5:20:陌,5:19:陌,532b0309,唇音,全濁,並,並2
劇,劇,奇逆,奇逆,3690,切3王2王3広,5:20:陌,5:19:陌,532b0704,牙音,全濁,羣,羣開B
戟,戟,几劇,几劇,3691,切3王2王3唐広,5:20:陌,5:19:陌,532b0805,牙音,全清,見,見開B
𡩡,索,山戟,所戟,3692,#N/A,5:20:陌,5:19:陌,532b0908,齒音,全清,審二,生開2
柵,柵,測戟,測戟,3693,切3唐広 惻戟 王2王3,5:20:陌,5:19:陌,532b1006,齒音,次清,穿二,初開2
嚄,嚄,胡伯,胡伯,3694,切3 王1 王2 王3 唐 P5531-4 広,5:20:陌,5:19:陌,533a0102,喉音,全濁,匣,匣合2
嘖,嘖,側伯,側陌,3695,切3王2王3 側伯 唐広,5:20:陌,5:19:陌,533a0104,齒音,全清,照二,莊開2
齚,齚,鋤陌,鋤陌,3696,切3王2王3唐広,5:20:陌,5:19:陌,533a0205,齒音,全濁,牀二,崇開2
隙,隙,綺戟,綺戟,3697,切3王2王3唐広,5:20:陌,5:19:陌,533a0304,牙音,次清,溪,溪開B
額,額,五陌,五陌,3698,切3王3広 五百 王2 五伯 唐,5:20:陌,5:19:陌,533a0406,牙音,清濁,疑,疑開2
逆,逆,宜戟,宜戟,3699,切3 王2 王3  P5531-4 []革 王1 於革 唐 広,5:20:陌,5:19:陌,533a0601,牙音,清濁,疑,疑開B
客,客,苦格,苦陌,3700,切3王2王3 苦格 唐広,5:20:陌,5:19:陌,533a0704,牙音,次清,溪,溪開2
啞,啞,烏格,烏陌,3701,切3王2王3 烏格 唐広,5:20:陌,5:19:陌,533a0708,喉音,全清,影,影開2
虩,虩,許郤,許郄,3702,王2 広虉。　ナシ　切3 王3 唐 P5531-4,5:20:陌,5:19:陌,533a0802,喉音,全清,曉,曉開B
𡍩,坼,丑格,丑格,3703,王2 P5531-4　ナシ　切3王3唐広,5:20:陌,5:19:陌,533a0803,舌音,次清,徹,透開2
䪝,䪝,乙白,乙白,3704,切3王2唐広 乙百 王3,5:20:陌,5:19:陌,533a0901,喉音,全清,影,影合B
拍,拍,普伯,普伯,3705,王3 P5531-4　ナシ　切3王2唐広,5:20:陌,5:19:陌,533a0902,唇音,次清,滂,滂2
赫,赫,呼格,呼格,3706,P5531-4　ナシ　切3王2王3唐広,5:20:陌,5:19:陌,533a1006,喉音,全清,曉,曉開2
垎,垎,胡格,胡格,3707,P5531-4　ナシ　切3王2王3唐広,5:20:陌,5:19:陌,533b0205,喉音,全濁,匣,匣開2
格,格,古伯,古陌,3708,P5531-4　ナシ　切3王2王3唐広,5:20:陌,5:19:陌,533b0303,牙音,全清,見,見開2
謋,謋,虎伯,虎伯,3709,P5531-4　ナシ　切3王2王3唐広,5:20:陌,5:19:陌,533b0507,喉音,全清,曉,曉合2
宅,宅,場伯,瑒陌,3710,王3　ナシ　切3 王2 P5531-4　唐 広,5:20:陌,5:19:陌,533b0701,舌音,全濁,澄,定開2
虢,虢,古伯,古伯,3711,王2王3唐広 古陌 切3,5:20:陌,5:19:陌,533b1005,牙音,全清,見,見合2
擭,擭,一虢,一虢,3712,切3王2王3唐広,5:20:陌,5:19:陌,534a0105,喉音,全清,影,影合2
蹃,蹃,女白,女白,3713,切3王3唐広 女伯 王2,5:20:陌,5:19:陌,534a0205,舌音,清濁,孃,泥開2
欂,欂,弼戟,弼戟,3714,唐広　ナシ　切3王2王3,5:20:陌,5:19:陌,534a0304,唇音,全濁,並,並B
,碧,,逋逆,3715,#N/A,,5:19:陌,,,,,幫B
,⿰口⿱艹雋　,,于陌,3716,#N/A,,5:19:陌,,,,,于合B
𧍕,𧍕,丘擭,丘擭,3717,広　ナシ　切3王2王3唐,5:20:陌,5:19:陌,534a0302,牙音,次清,溪,溪合2
合,合,侯閤,胡閤,3718,切3王3唐 胡荅 王2 侯閣 広/切3 王1 王3 唐 P2017 広,5:27:合,5:20:合,544b0301,喉音,全濁,匣,匣1
閤,閤,古沓,古沓,3719,切3王3唐広　古荅 王2,5:27:合,5:20:合,544b0602,牙音,全清,見,見1
答,答,都合,都合,3720,切3王2王3唐広,5:27:合,5:20:合,544b0808,舌音,全清,端,端1
趿,趿,蘇合,蘇合,3721,切3王2唐広 蘇荅 王3,5:27:合,5:20:合,544b1006,齒音,全清,心,心1
沓,沓,徒合,徒合,3722,切3王2王3唐広,5:27:合,5:20:合,545a0203,舌音,全濁,定,定1
錔,錔,他合,他合,3723,切3王2唐広 他閣 王3,5:27:合,5:20:合,545a0501,舌音,次清,透,透1
雜,雜,徂合,徂合,3724,切3王2王3唐広,5:27:合,5:20:合,545a0708,齒音,全濁,從,從1
帀,帀,子荅,子荅,3725,王2王3広 子答 切3 子合 唐,5:27:合,5:20:合,545a0807,齒音,全清,精,精1
拉,拉,盧合,盧合,3726,切3唐広 盧荅 王2 王3,5:27:合,5:20:合,545a1001,半舌音,清濁,來,來1
納,納,奴荅,奴荅,3727,王2 王3 広 奴答 切3 奴合 唐,5:27:合,5:20:合,545b0104,舌音,清濁,泥,泥1
溘,溘,口荅,口荅,3728,切3 王2 王3 広　口答 唐,5:27:合,5:20:合,545b0302,牙音,次清,溪,溪1
姶,姶,烏合,烏合,3729,切3王2王3広,5:27:合,5:20:合,545b0402,喉音,全清,影,影1
欱,欱,呼合,呼合,3730,切3王3唐広 呼荅 王2,5:27:合,5:20:合,545b0603,喉音,全清,曉,曉1
𣊡,⿰口𣊡,五合,五合,3731,#N/A,5:27:合,5:20:合,545b0607,牙音,清濁,疑,疑1
唈,唈,烏荅,烏荅,3732,,5:27:合,5:20:合,545b0803,喉音,全清,影,影
䟃,䟃,七合,七合,3733,王3 広　ナシ　切3王2唐,5:27:合,5:20:合,545b0709,齒音,次清,清,清1
遪,遪,士合,士合,3734,広 ナシ 切3 王2 王3 唐,5:27:合,5:20:合,545b0802,齒音,全濁,牀二,崇2
盍,盍,胡臘,胡臘,3735,王2王3唐広 胡⿰月葛 切3/切3 王3唐P2017広,5:28:盍,5:21:盍,545b0901,喉音,全濁,匣,匣1
臘,臘,盧盍,盧盍,3736,切3王2王3唐広,5:28:盍,5:21:盍,545b1006,半舌音,清濁,來,來1
㿴,㿴,都搕,都盍,3737,王2王3唐 都[] 切3 都榼 広,5:28:盍,5:21:盍,546a0204,舌音,全清,端,端1
榻,榻,吐盍,吐盍,3738,切3王1王2王3唐広,5:28:盍,5:21:盍,546a0307,舌音,次清,透,透1
𣣹,𣣹,呼盍,呼盍,3739,切3王1王2王3唐広,5:28:盍,5:21:盍,546a0604,喉音,全清,曉,曉1
魶,魶,奴盍,奴盍,3740,切3王1王2唐広,5:28:盍,5:21:盍,546a0607,舌音,清濁,泥,泥1
蹋,蹋,徒盍,徒盍,3741,切3王1王2王3唐広,5:28:盍,5:21:盍,546a0703,舌音,全濁,定,定1
𠎷,𠎷,私盍,私盍,3742,王2王3唐広,5:28:盍,5:21:盍,546a0807,齒音,全清,心,心1
儑,儑,五盍,五盍,3743,切3王2王3唐P2015-3広,5:28:盍,5:21:盍,546a0906,牙音,清濁,疑,疑1
䪞,䪞,才盍,才盍,3744,切3王1王2王3唐P2015-3広,5:28:盍,5:21:盍,546a1001,齒音,全濁,從,從1
䫦,䫦,古盍,古盍,3745,切3王1王2王3唐広,5:28:盍,5:21:盍,546a1003,牙音,全清,見,見1
榼,榼,苦盍,苦盍,3746,切3王2王3唐P2015-3広,5:28:盍,5:21:盍,546b0105,牙音,次清,溪,溪1
鰪,鰪,安盍,安盍,3747,王1王2王3唐広 安合 P2015-3,5:28:盍,5:21:盍,546b0203,喉音,全清,影,影1
囃,囃,倉雜,倉臘,3748,王1 食臘 王3 千臘 P2015-3  倉雜 広 ナシ 王2 唐,5:28:盍,5:21:盍,546b0207,齒音,次清,清,清1
砝,砝,居盍,居盍,3749,P2015-3 広　ナシ 王1 王2 王3 唐,5:28:盍,5:21:盍,546b0303,牙音,全清,見,見3
譫,譫,章盍,章盍,3750,広　ナシ 王1 王2 王3 唐 P2015-3 ,5:28:盍,5:21:盍,546b0305,齒音,全清,照三,章3
洽,洽,侯夾,侯夾,3751,切3王2王3唐P2015-3広/切3王1王2王3唐P3694表 広,5:31:洽,5:22:洽,548b1001,喉音,全濁,匣,匣2
恰,恰,苦洽,苦洽,3752,切3王1王2王3唐広 口洽 P2015-3,5:31:洽,5:22:洽,549a0205,牙音,次清,溪,溪2
夾,夾,古洽,古洽,3753,王2王3唐P2015-3広,5:31:洽,5:22:洽,549a0503,牙音,全清,見,見2
𨖷,𨖷,七洽,士洽,3754,王1王2王3唐広 仕洽 P2015-3,5:31:洽,5:22:洽,549a0405,齒音,次清,清,崇2
眨,眨,側洽,阻洽,3755,切3王1王2王3P2015-3 側洽 唐広,5:31:洽,5:22:洽,549a0706,齒音,全清,照二,莊2
插,插,楚洽,楚洽,3756,切3王1王2王3唐P2015-3広,5:31:洽,5:22:洽,549a0804,齒音,次清,穿二,初2
䶎,䶎,呼洽,呼洽,3757,切3王1王2王3唐広 呼浹 P2015-3,5:31:洽,5:22:洽,549a1007,喉音,全清,曉,曉2
㘝,𡆴,女洽,女洽,3758,#N/A,5:31:洽,5:22:洽,549a1003,舌音,清濁,孃,泥2
霎,霎,山洽,山洽,3759,切3王1王2王3唐広 山浹 P2015-3,5:31:洽,5:22:洽,549b0104,齒音,全清,審二,生2
箚,箚,竹洽,竹洽,3760,切3王1王2王3唐P2015-3広,5:31:洽,5:22:洽,549b0203,舌音,全清,知,端3
𨂁,𨂁,烏洽,烏洽,3761,切3王1王2王3唐P2015-3広,5:31:洽,5:22:洽,549b0301,喉音,全清,影,影2
䀴,䀴,五夾,五夾,3762,唐 P2015-3 広　ナシ　切3王1王2王3,5:31:洽,5:22:洽,549b0305,牙音,清濁,疑,疑2
,⿰氵翣,,羊洽,3763,#N/A,,5:22:洽,,,,,羊4
𥃀,𥃀,丑㘝,丑㘝,3764,広　ナシ　切3王1王2王3唐P2015-3,5:31:洽,5:22:洽,549b0306,舌音,次清,徹,透2
狎,狎,胡甲,胡甲,3765,切3王2王3唐P2015-3広／切3王1王2王3唐広 胡[] P2017,5:32:狎,5:23:狎,549b0501,喉音,全濁,匣,匣2
𠗨,𠗨,丈甲,丈甲,3766,切3 王1 王3 P2015-3 広　文甲 唐 大甲 王2,5:32:狎,5:23:狎,549b0608,舌音,全濁,澄,定2
甲,甲,古狎,古狎,3767,王1王2王3唐 P2015-3広 去狎 切3,5:32:狎,5:23:狎,549b0901,牙音,全清,見,見2
鴨,鴨,烏甲,烏狎,3768,切3王1王2王3P2015-3 烏甲 唐広,5:32:狎,5:23:狎,549b0706,喉音,全清,影,影2
,𦦱,,初甲,3769,#N/A,,5:23:狎,,,,,初2
翣,翣,所甲,所甲,3770,切3王1王2王3唐 P2015-3 広,5:32:狎,5:23:狎,549b1007,齒音,全清,審二,生2
呷,呷,呼甲,呼甲,3771,切3王1王2王3唐 P2015-3 広,5:32:狎,5:23:狎,550a0108,喉音,全清,曉,曉2
,𠗛,,士甲,3772,#N/A,,5:23:狎,,,,,崇2
,䀹,,壯甲,3773,#N/A,,5:23:狎,,,,,莊2
,𦝥,,五夾,3774,#N/A,,5:23:狎,,,,,疑2
葉,葉,與渉,与渉,3775,王2 王3 P2015-3 與陟 切3 []涉 王1 與涉 広/切3 王2王3唐 P3694表 與涉 王1 広,5:29:葉,5:24:葉,546b0401,喉音,清濁,喩,羊4
接,接,即葉,紫葉,3776,切3王1王2王3　子妾  P2015-3 即葉 唐 広,5:29:葉,5:24:葉,546b0506,齒音,全清,精,精4
攝,攝,書渉,書渉,3777,切3王1王2王3唐 P2015-3 広,5:29:葉,5:24:葉,546b0706,齒音,全清,審三,書3
涉,涉,時攝,時攝,3778,切3王1王2王3唐 P2015-3 広,5:29:葉,5:24:葉,546b0904,齒音,全濁,禪,常3
獵,獵,良渉,良渉,3779,切3王1王2王3唐  広  立涉 P2015-3,5:29:葉,5:24:葉,546b1004,半舌音,清濁,來,來3
捷,捷,疾葉,疾葉,3780,切3王1王2王3唐  広  疾楪 P2015-3,5:29:葉,5:24:葉,547a0308,齒音,全濁,從,從4
䐑,䐑,直葉,直葉,3781,切3王1王2王3   丈輒 P2015-3 直葉 広,5:29:葉,5:24:葉,547a0506,舌音,全濁,澄,定3
㪑,㪑,於輒,於輒,3782,切3王1王2王3唐 P2015-3 広,5:29:葉,5:24:葉,547a0602,喉音,全清,影,影B
聶,⿰聶攴,尼輒,尼輒,3783,#N/A,5:29:葉,5:24:葉,547a0606,舌音,清濁,孃,泥3
謵,謵,叱渉,叱渉,3784,王1王2王3唐 P2015-3 広 七涉 切3,5:29:葉,5:24:葉,547a0906,舌音,次清,透,昌3
讘,讘,而渉,而渉,3785,切3王1王2王3唐 P2015-3 広,5:29:葉,5:24:葉,547a1005,半齒音,清濁,日,日3
讋,讋,之渉,之渉,3786,切3王1王2王3唐 P2015-3 広,5:29:葉,5:24:葉,547b0105,齒音,全清,照三,章3
妾,妾,七接,七接,3787,王2王3唐 P2015-3 広 七輙 切3,5:29:葉,5:24:葉,547b0305,齒音,次清,清,清4
鍤,鍤,丑輒,丑輒,3788,切3王2王3唐 P2015-3 広,5:29:葉,5:24:葉,547b0407,舌音,次清,徹,透3
衱,极,其輒,其輒,3789,#N/A,5:29:葉,5:24:葉,547b0505,牙音,全濁,羣,羣B
輒,輒,陟葉,陟葉,3790,切3王2唐 P2015-3 広 陟涉 王3,5:29:葉,5:24:葉,547b0603,舌音,全清,知,端3
曄,曄,筠輒,筠輒,3791,切3王3唐 P2015-3 広 云輙  王2,5:29:葉,5:24:葉,547b0705,喉音,清濁,于,于B
𤷾,𤷾,去渉,去渉,3792,切3王2王3唐 P2015-3 広,5:29:葉,5:24:葉,547b0806,牙音,次清,溪,溪B
萐,萐,山輒,山輒,3793,切3王2王3唐 P2015-3 広,5:29:葉,5:24:葉,547b0807,齒音,全清,審二,生2
𦀖,𦀖,居輒,居輒,3794,切3王2王3唐 P2015-3 広,5:29:葉,5:24:葉,547b0906,牙音,全清,見,見B
魘,厭,於葉,於葉,3795,#N/A,5:29:葉,5:24:葉,547b1001,喉音,全清,影,影A
,⿰糸葉,,義渉,3796,#N/A,,5:24:葉,,,,,疑B
怗,怗,他協,他協,3797,切3王2王3唐 P2015-3 広/王2王3唐広,5:30:怗,5:25:怗,548a0101,舌音,次清,透,透4
協,恊,胡頬,胡頬,3798,#N/A,5:30:怗,5:25:怗,548a0206,喉音,全濁,匣,匣4
頰,頰,古協,古協,3799,王2王3唐 P2015-3 広 古怗 切3 吉恊 P3799,5:30:怗,5:25:怗,548a0307,牙音,全清,見,見4
愜,愜,苦協,苦協,3800,切3王2王3広 []恊 唐 ,5:30:怗,5:25:怗,548a0502,牙音,次清,溪,溪4
牒,牒,徒協,徒協,3801,切3王2王3唐 P3799 広 ,5:30:怗,5:25:怗,548a0603,舌音,全濁,定,定4
,擪,,於恊,3802,#N/A,,5:25:怗,,,,,影4
苶,苶,奴協,乃協,3803,切3王2 P3799 奴協 王3 錜 唐広,5:30:怗,5:25:怗,548b0106,舌音,清濁,泥,泥4
